Year,UNIT_MEASURE,COMPOSITE_BREAKDOWN,Age,Regions,Value
2015,Percent,Development of computer programs using a special software language,Age 15 years and older,Mangistau,2.8285350627310746
2015,Percent,Copying or transferring a file or folder,Age 15 years and older,Pavlodar,22.459812001333702
2015,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Pavlodar,20.83174759276161
2015,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Pavlodar,41.3922072498375
2015,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Pavlodar,35.43465008739816
2015,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Pavlodar,11.15732679503026
2015,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Pavlodar,8.912254939932708
2015,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Pavlodar,19.395824422313307
2015,Percent,Transferring files between computers and other devices,Age 15 years and older,Pavlodar,37.71575894947073
2015,Percent,Development of computer programs using a special software language,Age 15 years and older,Pavlodar,4.4236268047973
2015,Percent,Copying or transferring a file or folder,Age 15 years and older,Soltustik Kazakhstan,33.82910431003738
2015,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Soltustik Kazakhstan,16.81064278512335
2015,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Soltustik Kazakhstan,41.231326033259805
2015,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Soltustik Kazakhstan,35.19335508385398
2015,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Soltustik Kazakhstan,16.849168504893868
2015,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Soltustik Kazakhstan,8.962623447413494
2015,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Soltustik Kazakhstan,17.06028944923631
2015,Percent,Transferring files between computers and other devices,Age 15 years and older,Soltustik Kazakhstan,22.784330819254937
2015,Percent,Development of computer programs using a special software language,Age 15 years and older,Soltustik Kazakhstan,1.7726234033840993
2015,Percent,Copying or transferring a file or folder,Age 15 years and older,Turkistan,36.77773029967153
2015,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Turkistan,9.289014908575815
2015,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Turkistan,29.472795720808197
2015,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Turkistan,29.571553785442024
2015,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Turkistan,9.195770430473267
2015,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Turkistan,10.421894776444336
2015,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Turkistan,12.487705918267569
2015,Percent,Transferring files between computers and other devices,Age 15 years and older,Turkistan,10.687763162268906
2015,Percent,Development of computer programs using a special software language,Age 15 years and older,Turkistan,1.4915873210212784
2015,Percent,Copying or transferring a file or folder,Age 15 years and older,Shygys Kazakhstan,22.66280072810743
2015,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Shygys Kazakhstan,17.09142646188036
2015,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Shygys Kazakhstan,48.510066304562365
2015,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Shygys Kazakhstan,39.3773804215128
2015,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Shygys Kazakhstan,5.901435014949595
2015,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Shygys Kazakhstan,4.041233835064659
2015,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Shygys Kazakhstan,16.68524705211524
2015,Percent,Transferring files between computers and other devices,Age 15 years and older,Shygys Kazakhstan,13.090856257264626
2015,Percent,Development of computer programs using a special software language,Age 15 years and older,Shygys Kazakhstan,1.4267908445607598
2015,Percent,Copying or transferring a file or folder,Age 15 years and older,Nur-Sultan city,51.12545499123022
2015,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Nur-Sultan city,46.82024781698508
2015,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Nur-Sultan city,76.9573266947048
2015,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Nur-Sultan city,58.287126970057024
2015,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Nur-Sultan city,33.53167493351942
2015,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Nur-Sultan city,38.08535918375045
2015,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Nur-Sultan city,39.203113114434615
2015,Percent,Transferring files between computers and other devices,Age 15 years and older,Nur-Sultan city,45.82665384204339
2015,Percent,Development of computer programs using a special software language,Age 15 years and older,Nur-Sultan city,13.122921499475073
2015,Percent,Copying or transferring a file or folder,Age 15 years and older,Almaty city,14.049945661983552
2015,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Almaty city,22.80504999928254
2015,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Almaty city,60.14753960935535
2015,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Almaty city,33.83593166475218
2015,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Almaty city,8.522874454637385
2015,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Almaty city,9.707284617168094
2015,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Almaty city,18.369421479489382
2015,Percent,Transferring files between computers and other devices,Age 15 years and older,Almaty city,11.448970976173593
2015,Percent,Development of computer programs using a special software language,Age 15 years and older,Almaty city,3.8550915740956815
2015,Percent,Copying or transferring a file or folder,Age 15 years and older,Shymkent city,22.684877812645496
2015,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15 years and older,Shymkent city,8.403605699331202
2015,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15 years and older,Shymkent city,34.34305912963676
2015,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15 years and older,Shymkent city,25.162241342506142
2015,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15 years and older,Shymkent city,8.79221174323091
2015,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15 years and older,Shymkent city,13.698363047464731
2015,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15 years and older,Shymkent city,15.641393266963274
2015,Percent,Transferring files between computers and other devices,Age 15 years and older,Shymkent city,9.375120809080473
2015,Percent,Development of computer programs using a special software language,Age 15 years and older,Shymkent city,2.865969573760352
2016,Percent,Copying or transferring a file or folder,Age 15-24 years old,,37.093443808248935
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,,19.76483359324544
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,,56.07647185925829
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,,48.35929072048114
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,,19.118641289057944
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,,16.726149996677318
2016,Percent,Skill: ICT Skill: Creating electronic presentations with presentation software,Age 15-24 years old,,28.534609031571065
2016,Percent,Transferring files between computers and other devices,Age 15-24 years old,,25.052436720785952
2016,Percent,Development of computer programs using a special software language,Age 15-24 years old,,6.9052525856247575
2016,Percent,Copying or transferring a file or folder,Age 15-24 years old,Akmola,61.04584583794029
2016,Percent,Using the copy and paste tools for information or part of information to get copies or move information in a document,Age 15-24 years old,Akmola,28.79481914389512
2016,Percent,Skill: ICT Skill: Sending e-mails with attached files,Age 15-24 years old,Akmola,61.325225082925286
2016,Percent,Skill: ICT Skill: Using basic arithmetic formula in a spreadsheet,Age 15-24 years old,Akmola,65.94534828621072
2016,Percent,"Connecting and installing new devices (printer, modem, and others)",Age 15-24 years old,Akmola,26.299162849470857
2016,Percent,"Skill: ICT Skill: Finding, downloading, installing and configuring software",Age 15-24 years old,Akmola,21.963354920233773
